id,text,label
113,good choice marqueen place stay going key arena seattle center venues short walk away. building refurbished apartment house rooms bigger usual hotel room size kitchen separate sitting area. room elegantly furnished bed comfortable. staff cordial gave suggestions helped trip. wine-tasting event night stayed there.a couple things mind:1. no elevator bellman assisted luggage. unfortunately did not offer pick carry flights remind exercise good. no big deal you.2. coffee bar not coffee shop trendy bar hotel nothing hotel big chains. no big deal. neighborhood kinda funky pleasant did not walk far good places eat breakfast dinner. 3. hotel not downtown not walking distance pike place market pioneer square business district right seattle center entertainment venues museums space needle monorail takes right downtown 5 minutes. forms public transportation plentiful convenient.enjoy seattle. ,4
114,perfect needs marqueen nice change typical boxy hotel room. like brand new not love sense history appreciate marqueen. advise trip advisor asked room not bothered noise fact thought maybe ones not case. apartment nice equipped kitchen space. proximity market good restaurants kerry park seattle center monorail walking workable option. staff gracious. ,5
115,great location downtown currently staying mayflower park hotel. husband son stayed night arriving seattle. returned stay nights end travels flying sea-tac airport. contact hotel directly rate got cheaper going directly online aaa discount mayflower nice older hotel right heart downtown seattle. add hotels near location expensive just 6 blocks away cheaper cheaper mayflower land desirable location. mayflower old building renovated 90 clean decor like saying fancy mother laws house single bedroom small night fine barely fit luggage portacrib..this second time delux queen room upgraded free great size. bathrooms rooms nice clean tiny tastefully. desk really warm friendly restaurant bar site great. hope enjoy. ,4
116,gem. just returned second delightful stay year mayflower park. 5th floor suite lovely sitting room separate bedroom. husband normally rises earlier perfect arrangement. wet sink bar coffee maker sitting room allows sit desk write enjoys morning coffee. comfy sofa armchair ottoman cocktail table windows sides make room pleasant place hang. enjoyed terrific lunch breakfast day andaluca nightcap oliver baseball game. rooms attractive friendly environments. hotel real winner feel totally home staying. ,5
117,best bar lobby meet friend year. pop elevator oliver great place drinks people watching. great location. ,5
118,luxury luxury having stayed suite elses dime. suite king size bed day bed dining table. posh tell truth stay movie rock star.no complaints does n't better. ,4
119,nice stay mayflower park hotel great choice want equidistant space needle basball/football arenas did. needle definitely walkable.the stadiums longer.definitely leave 30-40 minutes walk.another thing close pike place market. blocks away.also right major shopping tins restaurants starbucks course plenty fast-food joints.the staff extremely friendly easily stay. rooms pleasant. classic room touch small fine fine people. ,4
120,good hotel walls liked room small. staff great.oor.furnishings nice bed comfy.my compalint hear door. tv woke early n't talking loud hear form time time. wanted romantic away privacy. ,4
121,mayflower park hotel-great location great hotel enjoyed night stay mayflower park hotel august 2005. busy time seattle ring cycle opera week upgraded suite pleasant surprise. wet bar coffeemaker mini-refigerator sink large living area desk free wireless internet access nice sofa comfy chairs king bed large closet/dressing room nice bathroom small historic fittings. hotel member historic hotels america lobby small evokes historic feeling. nice bonus invitation wednesday early evening wine tasting hors d'oeuvres restaurant andalucia. pleasant experience. did n't time use fitness center hotel location right center town provided lots exercise walking seattle hills. walked rei pike place market pioneer square victory brewery hotel. desk bell staff particularly helpful host wine tasting pleasant. certainly recommend mayflower park hotel definitely stay again-there seattle barely scratched surface. ,5
122,great central location hotel ideally located 4 blocks pike market right beginning monorail line leading space needle. direct covered access mall surrounding monorail station. bar hotel offers great view street seattle fine cocktails. room small did not safe offered reception free.the complimentary wireless internet access great help research town.a note not know distinct scent pizza hallways lobby area maybe adjoining mall food court. ,4
123,trust great. just returned trip seattle. booked mayflower park hotel based comments site thought share experience add mix. happy stayed. request early check-in rollaway family package tickets ready waiting arrived. room fantastic children talking great hotel bathrooms deluxe room. location great. stores shopping sites nearby easy access monorail. staff helpful friendly concierge little. drinks bar nice pricey. dinner andaluca fine nothing spectacular somewhat slow service n't busy. overall stay great hope return day. ,5
124,wonderful stay decorating room little drab dark overall facility nice. deluxe single spacious corner room large seating area. staff gracious helpful price reasonable seattle season. location wonderful walk everthing convenient bus service. ,4
125,wonderful hotel. just spent nights mayflower park wonderful experience. neat old hotel lot charm. staff friendly concierge folks helpful. hardly noise rooms. good beds not rock-hard like hotels. oliver bar bit pricey convenient better nonsmoking like rest hotel. upper floor room great view space needle. location ca n't beat. walked. concierge helped rent car day explored olympic peninsula. husband preferred staying cheaper n't deny nice experience mayflower park. ,5
126,basic room no special employee attitude good downtown seattle location snobbish attitude desk friendly luggage handlers outdated interior need modernization. rooms fairly basic bit awkward small nonetheless clean. noisy ambiance proximity mono-rail blurts super sounding horn hours night. nice mall near hotel restaurants pike street market places walking distance. avoid seedy areas night located near pike market. bit pricey independent hotel definately think staying improve customer relations skill. ,3
127,awesome location helpful staff clean rooms stayed moore hotel celebrate special occasion budget getaway downtown seattle. friendly staff offered helpful dining suggestions surprised spectacular room fifth floor. amazing close waterfront attractions walking distance. hotel clean fantastic value traveler n't phased quirks come older building. ,5
128,cheap clean close downtown stayed week beginning 2008. seriously really great hotel seattle. price right location brilliant staff friendly helpful bob works afternoon/evenings goldmine information eat stayed room bathroom just sink 5th floor view sound foreground view rooftop carpark. room big clean bed comfortable tv zillion channels. tiny bit annoying wifi does n't really work rooms accessed lobby. shared bathrooms cleaned everyday did n't smell bad. floor stayed not renovated floor sure ask renovated room. hotel old hallways bit dark overall hotel does n't look like new modern/contemporary hotel. decor kind old location 2 blocks pike place market price definitely makes. definitely recommend place. stay grab pastry coffee pike place market breakfast. ,4
129,moore deal. stayed moore years ago accident. booked place online turned total dump street recommended moore safer bargain-alternative friend i. pretty bare bones clean friendly staff feel home. coming years later appeared place bit facelift- new paint upgrades room. pretty basic smallish tv not way amenities bed comfy room clean. place cool history room despite recent coat paint funky touches big ol victorian bathtub noisy quaint furnace room. nitelite bar downstairs superconvenient want stay close hotel drink/bite eat. subject convenient probably best thing place proximity hotel pike place shopping seattle art museum. great place stay budget esp. n't want rent car want hoof downtown. ,4
130,pretty good. spent nights moore. really like 3.5 ca n't. moore really cool old hotel excellent location walk seattle sights. good spot nightlife funky restaurants.i checked late night staff accomodating. room large clean. bed comfortable great view elliot bay window 7th floor. right near elevator hear minimal noise. no shampoo conditioner ehn brought anyway.i just parked street free 6pm 8am. 8 came paid parking meter. 3 2 hours.then picked friend airport drove vancouver.we returned seattle final night stay slightly great. room nice freshly painted clean faucet shower falling difficult use. night staff night not friendly. interrupted 20 minute conversation desk agent guest information using guest waited. clerk unhappy guest relieved.it great guest printer boarding pass welcome. not print you.i stay save questions friendly helpful day staff. ,3
131,best deal town n't mind shabby lobby moore hotel best deal seattle. recent winter weekend charging half downtown hotels wanted. n't let somewhat shabby lobby scare. desk staff great service lacking. broken light fixture closet went unrepaired despite 3 requests. n't energy effiicient light bulbs great. avoid rooms bath hall. finally ask quiet room away 2 busy streets. ca n't beat location close pike place market restaurants shops bell town. 194 bus airport just 1.50 non stop. ,4
132,great location fine stay stay moore looks little sketchy outside. inside solidly average great value seattle outrageously priced hotels bizarre reason.we went stay open minded not expecting cleanliness great location. yes rooms spartan opted splurge room bathroom share. tub/shower fine old clawfoot tub cool. difficult regulate hot water got scorched couple times. initial staff dealt checking pleasant night clerk total jerk. pillows exceptionally flat came dinner approximately 10:30pm asked additional pillow bath towel. rolled eyes acted like asked jog block twice undies. complained slammed things storage area desk told nevermind make. responded snarky yeah just going motions. words just pretending look pillow. jerk. fine moore. location perfect room clean comfortable. imagine summer hot hell upper floors no air conditioning. probably fine summer got unexpected heat wave really uncomfortable. ,4
133,great location reasonable price stayed moore 2 nights prior alaska cruise trip. moore locates good location. walk pier pike place market downtown area easily. went jogging waterfront nice park enjoyed. walk ncl pearl pier 66 board ship nice walk downhill. location excellent price.the hotel not fancy clean. spend little bathroom instead sharing worth money. small tv no refrigerator drink. not problem walk buy stuff want nearby.this hotel good budget traveller wants stay near downtown area. way great time alaska ncl pearl fanstastic. ,3
134,decent location nice staff disappointing read reviews citysearch trip advisor moore hotel. called book shared bathroom queen room avail. lived/traveled europe year did n't think shared bath problem. fiance shared bathroom toilet shower entire floor stayed room 403. 25 rooms 1 bathroom. yes read correctly 25 rooms 2 people room bathroom. everytime day/night/6am/midnight/noontime tried use shower busy. paper-thin walls no shower toilet far room tiny room dirty sink room smaller-than-reserved-bed miserable. asked change rooms told. tried hotel seattle 150/night impossible. loved town stay hotel. passed homeless/drunk/druggie-looking types way hotel night sure n't felt safe 6'5 fiance arm. wanted warn experience try stay capitol hill belltown close downtown action/shops/mass transit far away enjoy locals seattle. ,1
135,funky boutique hotel different plain. no a/c small tvs minimalist decor. not fancy place right price budget-minded travellers.the biggest problems are:1. parking- hotel no parking no agreement local garages. wind parking nearby 20/day limited access car especially dark.2. neighborhood- blocks pike place market street little rundown little shady dark. street noise awake night summer.3. maintenance- hot water did not work bathroom sink elevator small noisy. 9pm use elevatorall things said not deny value hotel location. just prepared level amenities appropriate money. ,3
136,perfect. love old hotels. searching web place mini-family reunion pleased moore hotel. tell owners trying 1907 flavor. ceiling lighting fixtures cast iron bathtubs true hotel era. moore reminded hotels stayed europe. private sleeping rooms jack-n-jill bathroom 6th floor. room queen bed twin beds. beds comfortable. furniture basic budget hotel variety kept. closets huge. enjoyed looking windows different periods architecture area bits waterfront seen buildings. rooms basic clean. no air conditioning windows opened allow nice breeze. room fan. staff best. aimed. guided great eateries explained parking situation able stretch vacation dollars helped polish birthday cake cold stone creamery. room management hold luggage checkout time need. location great. blocks pike market blocks car rental office blocks mono-rail station took space needle seattle center. encountered homeless people area encountered parts seattle. none rude forceful. area hotel buzzes nightlife variety clubs area. plus birthday group needed celebrated cake ice cream. drawback encountered noise street. used portable radio white noise not bothered traffic sounds. definitely. ,3
137,great location clean rooms stayed june 3 nights. definitely no thrills place room fourth floor massive new carpet comfy bed clean sheets walk warbrobe sink. toilet shower room coridoor. refurb shower pressure great clean.it really close pike place pretty attraction walking distance depending far fancy walking. decor alittle dull nothing really bother. staff really helpfull friendly. location fairly safe did n't problems seatlle does fair share crazies pretty harmless.the bar door not normally home town popped cheeky cider ended chatting locals really cool little rough edges. ,4
138,noisy good value felt like weekend away wife kids wife kids honest- know wont read. chose seattle easy reach hometown vancouver.decided moore hotel downtown thrifty poor reading previous reviews suit budget. staying night-how bad be.on look place outside knew wasnt going buckingham palace.the lobby pretty spartan desk clerk duty pretty friendly-one guy check inwas turned away place full-so book ahead.was pleasantly surprised room-spacious clean.no frills no shampoo bar soap needs.the mattress felt like water bed spring touch floor hopped it.ok so125 kgs it-but crikey bed springs surely seen better days.ah tv-but wait no remote-125 kgs jumping change channels not on.a trip reception enquire whereabouts saidremote-shrug shoulders-our guests home know set tv cnn duration stay.off pike place market-a short jaunt hotel-fantastic location-a dubious characters major city.parked right road place offering spot 5-had car night la hoya/mayweather fight local sports pub-on return garage full-now. no problem-park street free-after 6 pmand sunday day free.saturday evening winding down-seattleites winding up-the noise level rises crescendo-its 2 a.m.a water pipe prominent celing floor fixture room not outdone comes life gurgle splutterand keeps 5. a.m hour seattlitesdecide time home.i nod fitful sleep.something hotel though-somehow quaintand pleasant obscene kind way.was sorry leave-or teh thought monday office looming large. place go-just catch sleepbefore. ,3
139,not bad price given central downtown location low price moore good value two-star. price not fancy adequate clean roomy. elevator hallways small dingy rooms fine. beds good tv sufficient channel selection telephone bathroom normal size adequate motel-type towels/face cloths soap no shampoo. no air conditioning small fan room barely sufficient. rural area did n't street noise bad hotel facing 1st. ave. expect city not objectional running fan white noise helps. definitely concur reviewers upper floor 5 higher definitely recommended. free internet service lobby. staff not overly helpful friendly provided acceptable service. best thing central location pike market good restaurants downtown sites free bus ride area. ,3
140,rudest people dont stay. despite fact cool hotel place sucks. desk nights run rudest people met. not problem room extremely rude not hear issue. dissapointed. ,1
141,terrible experience awful night stay. planned staying 3 dirty old hot. no a.c. met 2 policemen suggested safer place town. price n't. spend little lots advantages. ,1
142,good location inside room moore old place good section downtown seattle center pike place market. room street bit noisy no a/c windows open. switched night courtyard room reflected traffic noise. courtyard rooms surround moore theater not want stay concert night unless n't bed early. prefer budget hotels near seattle center. ,3
143,loved moore hotel. just got night stay moore hotel seattle. 65 night paid amazing deal. room 6th floor views bay. room large clean quiet somewhat dark staff friendly helpful. drawback clawfoot tub bathroom no decals bathmat not careful bit slippery. desk does not provide bath mats spend bucks. location really convenient just blocks pike place market easy walking distance pioneer square main shopping area location catch tourist buses cruises. metro bus 1.25 2.00 depending time day airport just blocks away. definitely stay seattle prices certainly afford. ,4
144,great location great price stayed moore nights right memorial day standard room 2 double beds private bath 7th floor 719. room huge sparsely decorated. bathroom average small large walk-in closet. no air conditioning norm seattle. room clean smell cleaning supplies entered room. desk service great recommended great places eat order delivery shuttle airport. free internet terminal lobby appreciated.the location great not walkable attractions middle downtown free bus zone n't walk n't want to.our room approximately 100 tax night. stay. ,3
145,best budget hotel seattle. reviews right best place location. easy walking distance. floor n't kept awake street traffic ca n't vouch lower rooms. reception friendly price great seattle.only negative points dingy little bathroom fairly small lift cares. ,4
146,surprising enjoyable stay. 3 hotels stayed trip seattle vancouver moore hotel expensive surprisingly best. room bare-bones comfortable. 7th floor room quiet windows open. immediate neighborhood devoid homeless beggers. guest wireless internet lobby. word advice sure lock deadbolt door leave room.like reviewer walked moore king street amtrak station. walking n't bad pretty far. mistake walking 1st walking virginia extremely steep hill. way hotel website misleading. picture shown moore theater not entrance hotel. hotel located 2nd ave middle stewart virginia. sign entrance hotel flat building not visible walking street. reached area 11 night totally confused hotel. maybe just tired.by way reviewers mention hotel couple blocks pike market. true extremely steep decline stewart virginia. save punishment knees walking 2nd ave pike street market. want good exercise walk uphill stewart hotel. majority market does n't start opening 10am takes 1/2 hour setup. 6pm pretty closed.i apologize mentioned coupon hotel. ,4
147,moore hotel greatest place charming quaint friendly. great location ca n't beat price 10 foot pole. love little shops block underpants jewelry toys stop shopping n't need practical- nitelite bar downstairs awesome. ,5
148,stay. stayed moore 3 nights- n't better time. building old extra charming loved staff wireless network. great location right pike place market moore theater lots cute little independant shops. nice views cheap n't believe. bar downstairs excellent decorations- check. ,5
149,moore best great practical hotel outstanding price. walking distance. great friendly staff. great price great location. room simple bathrooms claw feet tubs definately visit. ,5
150,incredible price better location. exhaustive online search booked moore hotel 22-24 2005 sister short shopping/sightseeing trip seattle. beautiful 3-hour drive vancouver canada arrived late check-in no problem greeted cool front-desk clerk accomodating. room 6th floor lovely view sound large comfortable impeccably clean bathroom complete creatively-folded towels just like caribbean. 69 night n't imagine better value major city especially given location walking distance pike place market amazing shopping great belltown restaurants. n't forget ask front-desk staff parking. directed parkade street 15/24 hours. city moore hotel. ,4
151,deal. picked moore basis reviews n't disappointed. great seattle location close. rates reasonable larger room immaculately clean spacious comfortable. does n't little things like shampoo hair dryers. knew brought. staff helpful provided internet access lobby check email. heat wave windows open fan provided management fine. stay anytime. ,5
152,great little place fantastic staff makes place excellent exceptional staff. bob ed. love. moore hotel situated stewart virginia 2nd ave. just block pike place. major attractions easy reach foot free downtown metro bus. n't pre-arranged transport bus 194 airport westlake center 2 blocks moore hotel. 30 minute ride 1.25. hotel currently renovation open fix rooms time. lucky newer ensuite rooms 5th floor 2 separate occasions 520 500. renovated rooms look kind eclectic clean spacious. rooms no air make quite warm summer borrow small fan desk. parking hotel 10 overnight gated night did not car overheard lady desk. parking hotel 3rd ave price. n't know way just ask desk tell tonnes suggestions places. no room service restaurants hotel no lack restaurants surrounding hotel. note restaurants/shops 1st ave/pike place close 6 pm weekdays not sure weekends. shops/restaurants westlake center close later 8.30 pm.i definately recommend hotel looking clean friendly place stay high downtown prices. ,5
153,miss. stayed hotel friend weekend 19th-21st september. stayed recommended friend book basis stay reasonable. definitely not case time. disappointing things weekend executuve hotel pacific placed room directly opposite elevators 5th floor. noise elevators guests returning home early hours morning loud usually heavy sleeper hear clearly night. cleaning staff racket morning difficult sleep past 7am.2.we specific online request small fridge room medications. obviously ignored online pleas checked. previously similar hotels offered small portable fridge/cooler exact purpose.3. air conditioning did work turn produced worrying burning smell turned not used weeks. tried open window stuck open cm try let cool fresh air stuffy room.4. bathroom small size n't main issue. shower head virtually no pressure toilet noisy time flushed hear toilets adjacent rooms quite clearly. old poor plumbing.5. suggested desk staff reasons said fully booked night change rooms second night. agreed. presented desk new room day new staff member stated nothing documented book room change booked not help. fact freely admitted just used room guest checked minutes overbooked rooms 4 guests check-in. not imagine reputable hotel does admits guests. glad check-out not returning hotel. time gladly pay extra dollars decent hotel room service. ,1
154,middle road not sure recommend hotel great old feel comfy beds not recommend terrible service desk staff dirty appearance bathroom. husband stayed weekend location hotel wonderful not perfect. condition hotel far perfect. headboards tears bathroom sanitary feeling room small paint coming baseboards places. feel like cosmetic changes make room appealing spending lot money hotel. nonetheless beds great tv nice conveniently placed feel nothing hisotric seattle. expecting breathtaking n't recommend hotel. simly need stay- suit fine. ,3
155,not recommend staying. staff routinely indifferent point rude. parking arrangement public garage hill corner remarkably inconvenient. mobility issues parking hotel challenging maneuver. rooms adequate not maintained cleaned particularly. hotel not bad easily better seattle. definitely. ,2
156,stay away dirty rooms stayed far better places seattle. room size prison cell window facing outside wall. quiet showered flushed toilet. plus seattle best coffee lobby right downtown. hotel limo expect pay 30 yellow cab. hotel staff helpful friendly. ,1
157,just right love old buildings old hotels. room corner floor. directly fabulous seattle public library. room perfectly small bathroom great. love old deep porcelain bathtub endless hot water. makes love room. one-piece modern sink stunning know. walked ferry thanksgiving. fyi known choose straight hill fourth avenue walk downtown hotel way. young daughter ended walking gauntlet single homeless illegal men sitting pier near marketplace. uncomfortable especially pulling luggage. n't highest vibration sure. addition ate great thanksgiving buffet dinner street sazerac restaurant located hotel monaco. delicious. lovely way spend holiday certain. like energy ambience old hotels adore hot baths excellent customer service stay executive hotel pacific downtown seattle. free wireless internet awesome. ,5
158,good location hotel located. rooms quite cozy comfy bed. bathroom fine said toilet flush really noisy likely wake half middle night.we did door adjcent room really gotdisturbed night door antics quick phone reception 3am soon sorted. real grip attitude reception desk manager forget charm brick. welcoming terribly polite having just arrived seattle vancouver shocked disappointed welcometo city. tip hotel management send guyon charm course maybe just somebody. ok hotel convenient town.cheers. ,2
159,enjoyed executive hotel pacific stayed hotel 2 nights. room clean small comfortable worked staff pleasant. cardio room eliptical bike treadmill think new. used small worked needs. looked new seattle library fantastic. walked remember downtown area free zone metro hop bus free zone. 2 beautifully sunny days seattle. fantastic place. ,4
160,cramped noisy overrated husband just stayed hotel mid-july horrible experience. not superior queen room incredibly cramped noises elevator guests rooms nearly impossible sleep night. hotel promises amenities wireless internet access rooms n't working. felt like paid place set sour tone beginning vacation. nights cancelled rest stay booked new hotel. ,1
161,comfy super location. place fabulous. room little small coming nyc no biggie no pun intended. bed linens really nice duvet cover king size pillows. shower fantastic provided bathrobe. think best ammenities congierge. provided colorful map city gave really good tips based interests. told efficient route wanted. thing n't crazy parking garage. little bit maze. did n't pay not sure fluke hotel validates parking. safe right door. ,5
162,nice small bathroom stayed hotel nights returned night leaving seattle. king size room actually large room bathrooms small times. sink tiny second time no room toiletries. overall room clean nice bed flat-screen tv. road noise street. parking 19 night privileges. good location. ,3
163,not designed business stayed 2 nights executive seattle business. rooms small expected boutique hotel. not prepared size bathroom. literally step stall shower close door. room obviously suite time door adjoining room blocked large tv hear word conversations neighbors having. hotel offers free wireless nice no desk work. bed amazing. comfortable. nice pillows. great comforter. air conditioning worked quite. seattle best coffee house lobby great bonus. plus ca n't beat location price.if complaints stay. sacrifice amenities price charm. minor compared quality service received hotel. prepared poor service called confirm late arrival answered phone plain hello instead announcing hotel. arrived 11:00 pm 2 young men counter moved hold door help bags. lobby steps elevator checking moved help bags stairs. literally stood desk watched struggle. housekeeping staff not better. room looked like just neatened not cleaned. room coffee pot not washed. carpet not vacuumed. hopefully owner hotel read review shape staff. ,2
164,great older hotel downtown location great especially qwest field seahawks game. staff friendly helpful. room small clean appointed. recommend quick overnights. ,4
165,small fine really really really small room old buildings like small. computers guest use wi-fi nice sitting room/business area. parking costs 8 day covered garage door. good location shopping waterfront. loved elliotts waterfront restaurant brooklyn restaurant. loved nordstroms. great time seattle. ,3
166,disappointing. approximately weeks ago husband dog repeat guests executive pacific plaza hotel quick business trip. just month prior stayed 5-days father son graduation great time. majority staff quite friendly inviting. price affordable rooms nice location amazing needs. challenge encountered reserved room asked nice reservationists confirmation directed e-mail forward fathers itinerary traveling california. assured occur did not. experience great talking property affordability location. needed return business selected property positive experience weeks prior. time booked reservation on-line party immediately receive confirmation itinerary travels exactly occurred. called property advance confirm arrangements informed bringing dog. confirm acknowledgement. arriving property mentioned returning just weeks previous visit acknowledged. assigned room entered not quite impressed. room located wing hotel end hallway rooms clustered hand written signs room doors stating painting. located floor previous room king bed queen. room small cramped view house workings systems not staying long not big issue. time checked needed leave event 5:00pm sound possibly paint sprayer did not cause discomfort. returned hotel approximately 11:30pm tired total 4-days travel early late events. slept just fine promptly 7:47am awaken sounds staff yelling forth. stopped 50 minutes began. decided time pack leave no big deal guess. husband took dog walk car continued prepare departure. came tell went car broken. contacted garage attendant told 17 level garage happens time. offered parking hotel. point weighing entire experience limited stay feeling quite disappointed decided share experience management. check asked nice desk attendant speak manager regards experience stated desk supervisor did wish speak general manager. told comfortable speaking comfortable share gm. said yes. went explain entire experience empathized added appeared apparent penalized booking party room assignment opportunity raised upgrade no chose quite confident hotel not 100 occupancy. stated new construction noise given option not bothered advance. did not argue facts. offered credit parking charge said credited room night charge paid. just insult injury point. say said treated better parking garage management graciously offered vacuum glass car window thief broke no charge let dog ini hotel management business past 10-years believe understanding point view patronage unappreciated.the hotel potential understand just recently changed ownership/management july. need remember just need make people feel special goes long way guest experience regardless things direct control.it weeks not follow-up hotel. experience disappointing. ,2
167,best location nice clean hotel low price. traveling budget want best location nicest room possible 100 place. older maintained hotel walking distance pike place market 1/2 mile way. located street new seattle central library. park car not use ready check. advantage city traffic parking problems.the competition price range cheap hotel chains comfort inn located freeway onramps need drive everything.note pacific plaza hotel does not parking lot does agreement attached parking garage discount price customers 18 day 10/05. ,4
168,good news/ bad news seattle just night opted location price lack air conditioning room quite uncomfortably warm large screened window ceiling bureau fan going speed. location prime walked right street wonderful tour seattle library walked street pike market street frye museum. staff pleasant. room pretty small adult couple teenage daughter. coffee shop lobby good quick continental breakfast. ,3
169,small good value spent nights pacific plaza not overly impressed hotel room perfectly adequate needed. bed quite comfortable pillows small bit squished. room contained queen-sized bed large upholstered chair medium dresser large television set. bathroom small clean fresh towels soap provided day. happy hotel price paid. enjoyed coffee shop main level visitor lobby complete free internet acessible computers wonderful. staff friendly majority guests. definitely stay. ,4
170,great deal great location. traveling stayed perfect. yes small like european hotels sleeping cares. charming unique. best clean. walking distance staff super helpful. n't someplace want cram family definite good deal travelers. ,4
171,better just got week seattle loved minute. pacific plaza good buy use improvement. 8th floor heat builidng rise room. room non-smoking internal ventilation draw smoke rooms. staff courteous helpful location good. ,3
172,happy hotel family husband toddler stayed week house hunting seattle. room located 23rd floor view space needle not facing i-5 water. felt lucky renovated room. sister family spent night 18th floor half-way renovated room. bathroom needed updating old. make sure ask renovated room. i-5 little noisy sleep. heating/cooling loud kept night.hotel staff helpful pleasant no matter hour. hotel food good.the hotel located bit away westlake pike place waterfront. got use walking hills n't bad. yes starbucks corner. nice local market located steet blocks quick walk. bank america atm inside.overall pretty happy hotel. ,4
173,good place stay stayed nights end august 2008. impressions n't great building looks little long tooth main highway lobby dated room large clean bathroom. hotel location n't bad easy walking distance downtown attractions steep hill doorstep tough negotiate evening meal. speaking food breakfast especially pancakes good. staff friendly helpful offered store bag weeks alaska. ,4
174,upgrade outdated arrived given junior suite marriott silver status. upgraded room joke. switches broken linens old bed sagged lcd tv sitting radiator not bed. addition nearly impossible king size bed no walking room. room away highway road noise bad. wife didnot sleep wink night. morning canceled 2 days reservation moved towneplace suites near airport. half price better renaissance. worst marriott stayed. stay away. ,1
175,alright check great let check early. requested got mini refrigerator. quite walking distance pike place. nice supermarket block away. room ok. ,4
176,dirty place. watch. limited english used. reading reviews sounds like complete different hotel stayed. stayed 9/12-9/15 room club level floor 26. say rooms needed updating understatement. not usually care decade style problem decades dirt cause room itch produce rash. case. everytime left room breath did not itch. return room began. carpet multi dark color did lot hide years goodness knows. did not dare walk barefoot. carpet tore doorway tiles loose bathroom. usually hotel remodels starts expensive room remodels long way off.beds beds nothing special. bathroom size closet forget closing door not possible.for need know friends requested handicap room wheelchair. no handicap room. regular room couple shower bars minumum legal requirement. not service personal check bar course spoke complete coherent english. need know want communicate housekeeping staff gift store. incredibly frustrating tell housekeeping leave extra towels draw pictures.the called parking garage unmanned entry completely unsafe. need know. dark shadowed underground exceptionally tight spaces. elevators not clear. actually enter doorways stairs flight reach elevator places. stairways believe town. careful check breeze check. english speaking folks hidden. bar course want money aggrevating you.however note credit card charged twice entire stay having worst time resolving issue. reason feel compelled connecting desk hotel. folks not billing. trying 2 days. ,1
177,great deal priceline bid win. live vancouver bc spend weekends seattle. having used priceline price function times happy renaissance. nicer crowne plaza red lion waaaay better sketchy holiday inn express stuck priceline.the renaissance lobby lovely staff friendly rooms large clean comfortable pool gym nice location convenient. stay walk pike place crocodile space needle times stay. people n't like walk bit far space needle area stop nitelite halfway drink hotel parking atrocious use going bumbershoot n't want waste time coming car. normally use street parking-it plentiful close hotel free evenings/sundays/holidays.i pay 260 dollars night place nights booked coming weekend payed 258 dollars instead 700+ website. labor day/bumbershoot weekend hotels scarce. seattle expensive hotel town. moore costs pay renaissance budget boutique hotel.it good deal. ,4
178,great location friendly staff comfortable beds got great deal priceline 100/night treated paid price. room nice comfortable beds complimentary coffee cocoa nice start day. location makes easy sites hills make walk little bit exercise. grayline shuttle sea tac drops hotel inexpensive. ate bar night good food reasonably priced ate restaurants water. victoria clipper 2 10 tip. definitely stay. ,4
179,yuck. stayed hotel nights earlier month. stayed number renaissance hotels states europe happy. read reviews surprised mixed report felt worth risk trying use remaining marriott points free stay category 5 hotel bad. shocked. room straight 70s earlier. worn carpet worn furniture ancient bathroom. satisfactory no mood different hotel thought. tried use internet. sorry just sucks hotel. hours work online transfer files. slower old fashioned modem remember. spent hour phone internet dept kept claiming people hotel sharing files overloading network did make slightly better. took night files transfer hotel. comparison work days earlier westin canada hour. totally unacceptable. tried luck wireless neighboring hotel instead absolutely no way convinced return hotel. ,2
180,nice hotel. good check fast staff friendly. breakfast cafe good expensive.the rooms clean beds comfortable. hotel centrally located walking distance quite attractions. 12 year old son loved indoor pool. floor great views. hung night.the bad. traffic east freeway terrible. 23rd floor hear night. n't request room change light sleeper bother you. 23.00 night parking ridiculous. stay got good deal. ,4
181,worst hotel experience thinking booking room hotel just n't. traveled seattle 3 work colleagues seminar. booked room priceline asking 3-star hotel downtown seattle got reservations renaissance supposedly 4-star hotel. disaster half got rooms i-5 freeway building. noise bad large container trucks rumbling night switch rooms. earplugs did n't help block noise. rooms pretty shabby scratched damaged furniture. complained management asked switch rooms told priceline rooms discounted rooms n't expect quality paying guests. ended having pay extra 25 night just adequate rooms.the half group got rooms hotel. construction going early morning quite late night. rooms terribly noisy earplugs cut noise.the staff acted like complaints guests not able sleep noise old news did n't want hear. acted indignant dare complain extremely rude dismissive.also ice machines broken floors search 3 floors working no attempt fix. no minibar mini refrigerator rooms. spot refigerator used removed all.the renaissance bills 4-star hotel. rating based solely hotel lobby 3 stars. based shabby rooms noise lack service rude staff stretched 1 star stay renaissance hotel. ,1
182,enjoyed stay stayed hotel nights. water temperature shower barely luke warm calls desk problem fixed. staff friendly restaurant breakfast buffet nice. huge storm hardly noticable tv reception n't big problem. overall happy accomodations stay. ,2
183,nice hotel friendly staff no problem checking parking reviews suggested. hotels seattle charge parking went expecting. parking garage clean lit equipped elevator lobby hotel.the staff friendly met request smile. morning beverage option nice touch kids enjoyed. rooms clean maintained. wish pool larger tended kept comfortable temp. location convenient long n't walking. surely stay. ,4
